"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.744403042E0,4.962182845E0,-2.136589593E-1,-3.426059067E-2,4.966898683E0
2.754465042E0,2.165969038E0,-3.801410113E-2,-4.799219191E-2,2.166834141E0
2.764527042E0,-7.675267227E-1,4.364623426E-1,-1.157690227E-2,8.830235961E-1
2.774589042E0,1.941213470E0,3.278058730E-1,-1.818881679E-1,1.977081114E0
2.784651042E0,2.487515759E0,-1.011011214E0,1.689798546E-1,2.690433518E0
2.794713042E0,4.295188471E-1,-1.300793813E0,7.931748033E-2,1.372166990E0
2.804775042E0,8.340246943E-1,-1.682569195E-1,1.019836271E-1,8.569178735E-1
2.814837042E0,-7.500041523E-1,-2.541455556E-1,-1.644225347E-1,8.087836310E-1
2.824899042E0,-2.301346844E0,1.041799144E-1,1.170320213E-2,2.303733430E0
2.834961042E0,-4.404592799E-1,8.366196156E-3,4.338634014E-2,4.426700182E-1
2.845023042E0,1.642676127E0,-6.532131451E-1,-8.628151417E-3,1.767808450E0
2.855084042E0,2.065056474E0,-5.741751251E-1,-5.447090685E-2,2.144085445E0
2.865146042E0,-5.860615826E-2,-5.295613082E-2,-1.492092490E-2,8.038449837E-2
2.875208042E0,2.737123162E0,-9.918547858E-2,1.655124557E-1,2.743916059E0
2.885270042E0,2.109200467E0,-1.153728958E0,-3.395127296E-2,2.404364741E0
2.895332042E0,2.461152710E0,-8.365607049E-1,5.796929598E-2,2.600089789E0
2.905394042E0,2.299834900E0,-7.373317011E-1,-7.588925779E-2,2.416331473E0
2.915456042E0,1.953996397E-1,-9.040138923E-1,-9.595748663E-2,9.298548144E-1
2.925518042E0,-1.822286951E0,-4.786717844E-1,9.418344140E-2,1.886458833E0
2.935580042E0,-8.387086795E-1,-2.469845619E-2,3.247280449E-1,8.997169366E-1
2.945642042E0,1.140026593E0,-7.071507128E-1,7.863452554E-2,1.343840076E0
2.955704042E0,1.656167993E0,-7.238676099E-1,-1.610750037E-1,1.814613428E0
2.965766042E0,1.620161716E0,-5.507004911E-1,6.074847758E-2,1.712274918E0
2.975828042E0,6.976701835E-1,-7.224873747E-1,1.211309195E-2,1.004429399E0
2.985890042E0,-2.007391380E0,-1.509271610E-1,-1.107468492E-1,2.016101194E0
2.995952042E0,-3.049974050E0,9.219328308E-1,1.194001436E-3,3.186267923E0
3.006014042E0,-2.793361390E0,6.130503749E-1,-4.327173471E-2,2.860169761E0
