"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.231834708E0,2.555186462E-1,3.442840576E-2,9.800120544E0,9.803511502E0
3.241895708E0,2.383044434E-1,2.499801636E-2,9.793833618E0,9.796764305E0
3.251955708E0,2.260299683E-1,2.409988403E-2,9.798773346E0,9.801409564E0
3.262016708E0,2.168989563E-1,3.547622681E-2,9.785600739E0,9.788068529E0
3.272077708E0,2.282752991E-1,1.945953369E-2,9.783205719E0,9.785887922E0
3.282138708E0,2.606080627E-1,3.472778320E-2,9.800719299E0,9.804245069E0
3.292198708E0,2.652484131E-1,4.221221924E-2,9.790540466E0,9.794223870E0
3.302259708E0,2.589614868E-1,2.035766602E-2,9.798473969E0,9.801916527E0
3.312320708E0,2.510279846E-1,1.930984497E-2,9.792187042E0,9.795423165E0
3.322381708E0,2.288740540E-1,3.143463135E-2,9.794582062E0,9.797306223E0
3.332441708E0,2.170486450E-1,2.993774414E-2,9.803413696E0,9.805861843E0
3.342502708E0,2.266287231E-1,2.170486450E-2,9.776619415E0,9.779269854E0
3.352563708E0,2.529739380E-1,3.652404785E-2,9.800270233E0,9.803602729E0
3.362624708E0,2.779719543E-1,3.382965088E-2,9.787397003E0,9.791401991E0
3.372684708E0,2.689906311E-1,3.562591553E-2,9.797725525E0,9.801482063E0
3.382745708E0,2.438429260E-1,4.580474854E-2,9.806557159E0,9.809695243E0
3.392806708E0,2.321672058E-1,2.604583740E-2,9.798473969E0,9.801258700E0
3.402867708E0,2.254312134E-1,1.347198486E-2,9.799671478E0,9.802273298E0
3.412927708E0,2.357597351E-1,2.933898926E-2,9.799671478E0,9.802550919E0
3.422988708E0,2.466870117E-1,2.484832764E-2,9.793085175E0,9.796223209E0
3.433049708E0,2.523751831E-1,2.320175171E-2,9.799222412E0,9.802499244E0
3.443109708E0,2.489323425E-1,4.610412598E-2,9.790241089E0,9.793513847E0
3.453170708E0,2.423460388E-1,2.604583740E-2,9.783056030E0,9.786091931E0
3.463231708E0,2.351609802E-1,3.667373657E-2,9.792486420E0,9.795378294E0
3.473292708E0,2.212399292E-1,2.918930054E-2,9.801916809E0,9.804456755E0
3.483352708E0,2.357597351E-1,1.392105103E-2,9.803114319E0,9.805958739E0
3.493413708E0,2.552192688E-1,2.589614868E-2,9.779912567E0,9.783276410E0
3.503474708E0,2.477348328E-1,1.871109009E-2,9.790839844E0,9.793991398E0
3.513535708E0,2.739303589E-1,1.586700439E-2,9.799521790E0,9.803362531E0
3.523595708E0,2.647993469E-1,3.832031250E-2,9.795180817E0,9.798834337E0
3.533656625E0,2.296224976E-1,3.128494263E-2,9.808203735E0,9.810941125E0
3.543717625E0,2.179467773E-1,4.176315308E-2,9.785001984E0,9.787518009E0
3.553778625E0,2.118095398E-1,4.266128540E-2,9.787397003E0,9.789781579E0
3.563838625E0,2.180964661E-1,3.367996216E-2,9.789193268E0,9.791680410E0
3.573899625E0,2.412982178E-1,3.832031250E-2,9.805659027E0,9.808702372E0
3.583960625E0,2.633024597E-1,2.499801636E-2,9.809850311E0,9.813415115E0
3.594021625E0,2.763253784E-1,2.574645996E-2,9.812544708E0,9.816468420E0
3.604081625E0,2.520758057E-1,2.439926147E-2,9.804760895E0,9.808031084E0
3.614142625E0,2.261796570E-1,3.547622681E-2,9.798024902E0,9.800699352E0
3.624203625E0,2.194436646E-1,3.817062378E-2,9.791288910E0,9.793822085E0
3.634264625E0,2.192939758E-1,3.173400879E-2,9.795180817E0,9.797686672E0
3.644324625E0,2.314187622E-1,2.694396973E-2,9.793683929E0,9.796454743E0
3.654385625E0,2.630030823E-1,1.437011719E-2,9.800120544E0,9.803659511E0
3.664446625E0,2.505789185E-1,3.098556519E-2,9.802216187E0,9.805467458E0
3.674507625E0,2.514770508E-1,3.772155762E-2,9.793983307E0,9.797283942E0
3.684567625E0,2.556683350E-1,4.580474854E-2,9.794282684E0,9.797726148E0
3.694628625E0,2.233355713E-1,3.802093506E-2,9.795929260E0,9.798548588E0
3.704689625E0,2.143542480E-1,3.457809448E-2,9.792037354E0,9.794444289E0
3.714750625E0,2.210902405E-1,3.218307495E-2,9.789043579E0,9.791592865E0
3.724810625E0,2.366578674E-1,3.487747192E-2,9.778415680E0,9.781341247E0
3.734871625E0,2.674937439E-1,2.065704346E-2,9.799372101E0,9.803044078E0
3.744932625E0,2.694396973E-1,2.350112915E-2,9.808802490E0,9.812530578E0
3.754993625E0,2.576142883E-1,4.894821167E-2,9.795929260E0,9.799438306E0
3.765053625E0,2.404000854E-1,2.350112915E-2,9.783205719E0,9.786187135E0
3.775114625E0,2.134561157E-1,3.323089600E-2,9.791288910E0,9.793671749E0
3.785175625E0,2.209405518E-1,3.891906738E-2,9.782008209E0,9.784580422E0
3.795235625E0,2.365081787E-1,3.652404785E-2,9.797276459E0,9.800198780E0
3.805296625E0,2.640509033E-1,2.155517578E-2,9.741143188E0,9.744745154E0
3.815357625E0,2.842588806E-1,1.287322998E-2,9.798024902E0,9.802155927E0
3.825418625E0,2.589614868E-1,2.918930054E-2,9.804311829E0,9.807774646E0
3.835478625E0,2.420466614E-1,3.487747192E-2,9.788594513E0,9.791648766E0
3.845539625E0,2.170486450E-1,3.098556519E-2,9.810898132E0,9.813347664E0
3.855600625E0,2.040257263E-1,3.293151855E-2,9.826765137E0,9.828938093E0
3.865661625E0,2.272274780E-1,2.918930054E-2,9.806706848E0,9.809382424E0
3.875721625E0,2.776725769E-1,1.796264648E-2,9.799671478E0,9.803621055E0
3.885782625E0,2.877017212E-1,3.472778320E-2,9.742640076E0,9.746948956E0
3.895843625E0,2.906954956E-1,2.110610962E-2,9.816286926E0,9.820612932E0
