Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.7348716250,0.2674937439,0.0206570435,-0.0106278990,9.8030440780
3.7449326250,0.2694396973,0.0235011292,-0.0011975100,9.8125305780
3.7549936250,0.2576142883,0.0489482117,-0.0140707400,9.7994383060
3.7650536250,0.2404000854,0.0235011292,-0.0267942810,9.7861871350
3.7751146250,0.2134561157,0.0332308960,-0.0187110900,9.7936717490
3.7851756250,0.2209405518,0.0389190674,-0.0279917910,9.7845804220
3.7952356250,0.2365081787,0.0365240478,-0.0127235410,9.8001987800
3.8052966250,0.2640509033,0.0215551758,-0.0688568120,9.7447451540
3.8153576250,0.2842588806,0.0128732300,-0.0119750980,9.8021559270
3.8254186250,0.2589614868,0.0291893005,-0.0056881710,9.8077746460
3.8354786250,0.2420466614,0.0348774719,-0.0214054870,9.7916487660
3.8455396250,0.2170486450,0.0309855652,0.0008981320,9.8133476640
3.8556006250,0.2040257263,0.0329315185,0.0167651370,9.8289380930
3.8656616250,0.2272274780,0.0291893005,-0.0032931520,9.8093824240
3.8757216250,0.2776725769,0.0179626465,-0.0103285220,9.8036210550
3.8857826250,0.2877017212,0.0347277832,-0.0673599240,9.7469489560
3.8958436250,0.2906954956,0.0211061096,0.0062869260,9.8206129320
