Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.4269747080,1.4567706300,1.7832417300,0.1514849850,10.2241535000
2.4370357080,2.1342617800,1.9946022030,-0.0992436220,10.1406262500
2.4470967080,2.4899221800,2.5309368900,0.1920506300,10.6134994600
2.4571577080,2.1077668760,2.6825715640,0.0962498470,10.4772447400
2.4672177080,1.4438974000,2.6994863890,0.0282911680,10.3035935300
2.4772787080,1.2629237370,2.6869125370,-0.1950444030,10.0628945400
2.4873397080,1.5775694270,2.8114535520,-0.1182540890,10.2138599500
2.4974007080,1.8371296690,2.6315277100,-0.0246986390,10.2981603300
2.5074607080,2.1094134520,2.4709117130,-0.1459465030,10.1955362700
2.5175217080,2.3086491390,2.6050328060,0.0504450990,10.4567889100
2.5275827080,2.0547770690,2.7485842900,0.0073347470,10.3998502800
2.5376437080,1.8495538330,2.7822642520,0.1604663090,10.5153241600
2.5477037080,1.7628840640,2.5191114810,-0.0423619080,10.2401385100
2.5577647080,1.7959652710,2.4433689880,-0.3447331240,9.9391559150
2.5678257080,2.2620959470,2.4923172000,-0.0166154480,10.3556315200
2.5778867080,2.7843598940,2.0742366030,0.0880169680,10.4893211100
2.5879467080,3.0030551150,1.8038987730,-0.1694476320,10.2573213300
2.5980077080,3.1674133300,2.1067190550,0.1651066590,10.6758383900
2.6080687080,2.7777735900,1.8953585820,-0.0531394960,10.3201132300
2.6181297080,2.3360421750,1.7889299010,-0.0844244380,10.1609144900
2.6281897080,1.8064434810,1.8905685420,-0.1326242070,10.0244246600
2.6382507080,1.7446220400,2.1647982790,0.0363743590,10.2313804400
2.6483117080,2.2004241940,2.3409819030,-0.0949026490,10.2325548800
2.6583727080,2.6658064270,2.2303619380,0.0082328800,10.4153125300
2.6684327080,2.7940896610,2.1255798340,0.0507444760,10.4670582400
2.6784937080,2.6211991880,1.7146842960,-0.1074765010,10.1955769700
2.6885547080,2.4923172000,1.1981085210,-0.1478924560,10.0500463300
2.6986157080,2.4279510500,1.1337423710,-0.0745449830,10.0974948600
2.7086757080,2.2418879700,1.6759149170,-0.0763412480,10.1281224900
2.7187367080,1.9928059390,1.9172131350,-0.1413061520,10.0563722300
2.7287977080,1.6116984560,1.6266673280,-0.0079335020,10.0659885800
2.7388587080,1.5813116460,1.6009208680,-0.0113763430,10.0536819000
2.7489187080,1.6304095460,1.2448114010,0.0693058780,10.0900186000
2.7589797080,1.7899777220,0.7378157043,-0.0104782100,9.9889448670
