Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.7430873333,0.0691561890,-0.0959504700,-0.0502954100,9.7604212380
0.7531513333,0.0842747498,-0.0859213257,-0.0321830750,9.7785575890
0.7632153333,0.0715512085,-0.0941542053,-0.0151185610,9.7955952860
0.7732803333,0.0553848267,-0.1025367737,-0.0333805850,9.7773139700
0.7833443333,0.0631686401,-0.1005908203,-0.0242495730,9.7864712850
0.7934083333,0.0678089905,-0.0944535828,-0.0100291440,9.8006606060
0.8034723333,0.0781375122,-0.0890647888,-0.0176632690,9.7930534900
0.8135373333,0.0773890686,-0.0940045166,-0.0157173160,9.7950395210
0.8236013333,0.0736468506,-0.0928070068,-0.0404159550,9.7703024220
0.8336653333,0.0811312866,-0.0709524536,-0.0348774720,9.7757166990
0.8437303333,0.0893641663,-0.0630189514,-0.0383203120,9.7722915050
0.8537943333,0.0618214417,-0.0709524536,-0.0291893010,9.7812634190
0.8638583333,0.0532891846,-0.0694555664,-0.0380209350,9.7723711890
0.8739223333,0.0612226868,-0.0697549439,-0.0230520630,9.7873880010
0.8839873333,0.0672102356,-0.0932560730,-0.0088316350,9.8018424410
0.8940513333,0.0479003906,-0.0824784851,-0.0324824520,9.7779827440
0.9041153333,0.0642164612,-0.0740959168,-0.0387693790,9.7717225610
0.9141803333,0.0377215576,-0.0845741272,-0.0311352540,9.7793032180
0.9242430833,0.0634680176,-0.0935554504,-0.0255967710,9.7850563290
0.9343070833,0.0832269287,-0.0808319092,-0.0338296510,9.7768587600
0.9443720833,0.0731977844,-0.0944535828,-0.0279917910,9.7827380630
0.9544360833,0.0453556824,-0.0962498474,-0.0342787170,9.7763003110
0.9645000833,0.0755928040,-0.0850231934,-0.0112266540,9.7994337740
0.9745640833,0.0706530762,-0.0860710144,-0.0185614010,9.7920717880
0.9846290833,0.0775387573,-0.0859213257,-0.0223036190,9.7883806210
0.9946930833,0.0797840881,-0.0645158386,-0.0242495730,9.7862883270
1.0047570830,0.0820294190,-0.0835263061,-0.0435594180,9.7671422190
1.0148220830,0.0757424927,-0.0770896912,-0.0411643980,9.7694333900
1.0248860830,0.0742456055,-0.0763412476,-0.0314346310,9.7791452110
1.0349500830,0.0604742432,-0.0850231934,-0.0258961490,9.7846601500
1.0450140830,0.0703536987,-0.0788859558,-0.0350271610,9.7755443150
1.0550790830,0.0570314026,-0.0724493408,-0.0281414790,9.7822930650
1.0651430830,0.0471519470,-0.0929566956,-0.0110769650,9.7994773790
1.0752070830,0.0468525696,-0.0877175903,-0.0215551760,9.7889499750
1.0852720830,0.0613723755,-0.0802331543,-0.0170645140,9.7934564560
1.0953360830,0.0651145935,-0.0848735046,-0.0414637760,9.7691219350
1.1054000830,0.0616717529,-0.1074765015,-0.0345780940,9.7762072420
1.1154650830,0.0422122192,-0.1082249451,-0.0025447080,9.8081432400
1.1255290830,0.0624201965,-0.0907113647,-0.0290396120,9.7815801870
1.1355930830,0.0676593018,-0.0865200806,-0.0240998840,9.7865164680
1.1456570830,0.0637673950,-0.1035845947,-0.0121247860,9.7986302490
1.1557220830,0.0532891846,-0.0793350220,-0.0154179380,9.7950483180
1.1657860830,0.0699046326,-0.0712518311,-0.0281414790,9.7823677910
1.1758500830,0.0748443603,-0.0640667725,-0.0341290280,9.7763673970
1.1859150830,0.0552351379,-0.0622705078,0.0013471980,9.8117002800
1.1959790830,0.0757424927,-0.0594264221,-0.0100291440,9.8004437250
1.2060430830,0.0640667725,-0.0714015198,-0.0327818300,9.7776887800
1.2161070830,0.0754431152,-0.0853225708,-0.0327818300,9.7778815060
1.2261720830,0.0745449829,-0.0796343994,-0.0233514400,9.7872564400
1.2362360830,0.0791853333,-0.0901126099,-0.0215551760,9.7891798780
1.2463000830,0.0562829590,-0.0931063843,-0.0323327640,9.7782725040
1.2563650830,0.0642164612,-0.0763412476,-0.0240998840,9.7864085760
1.2664290830,0.0711021423,-0.0836759949,-0.0269439700,9.7836722390
1.2764930830,0.0507444763,-0.0844244385,-0.0335302730,9.7769659300
1.2865570830,0.0552351379,-0.0871188355,-0.0338296510,9.7767145460
1.2966220830,0.0621208191,-0.0872685242,-0.0127235410,9.7978620530
1.3066860830,0.0522413635,-0.0893641663,-0.0372724910,9.7732757080
1.3167500830,0.0574804687,-0.0904119873,-0.0378712460,9.7727160350
1.3268150830,0.0697549439,-0.0758921814,-0.0194595340,9.7910830860
1.3368790830,0.0637673950,-0.0878672790,-0.0357756040,9.7748273370
1.3469430830,0.0562829590,-0.0959504700,-0.0338296510,9.7768032080
1.3570070830,0.0675096130,-0.0809815979,-0.0327818300,9.7777865960
1.3670720830,0.0663121033,-0.0717008972,-0.0327818300,9.7777059410
1.3771360830,0.0624201965,-0.0809815979,-0.0479003910,9.7626350480
1.3872000830,0.0785865784,-0.0803828430,-0.0362246700,9.7744217960
1.3972650830,0.0875679016,-0.0851728821,-0.0258961490,9.7848664140
1.4073290830,0.0853225708,-0.0823287964,-0.0170645140,9.7936532200
1.4173930830,0.0778381348,-0.0863703919,-0.0181123350,9.7925779370
1.4274570830,0.0640667725,-0.0770896912,-0.0226029970,9.7879102710
1.4375220830,0.0649649048,-0.0799337769,-0.0356259160,9.7749168070
1.4475860830,0.0405656433,-0.0815803528,-0.0314346310,9.7789898040
1.4576500830,0.0350271606,-0.0917591858,-0.0214054870,9.7890872500
1.4677140830,0.0669108582,-0.0941542053,-0.0240998840,9.7865817910
1.4777790830,0.0449066162,-0.0745449829,-0.0314346310,9.7789526140
1.4878430830,0.0519419861,-0.0803828430,-0.0278421020,9.7826260540
1.4979070830,0.0588276672,-0.0767903137,-0.0106278990,9.7998495410
1.5079720830,0.0693058777,-0.0724493408,-0.0145198060,9.7959932850
1.5180360830,0.0696052551,-0.0830772400,-0.0321830750,9.7784175890
1.5281000830,0.0725990295,-0.0937051392,-0.0249980160,9.7857199580
1.5381640830,0.0764909363,-0.0889151001,-0.0235011290,9.7872016890
1.5482290830,0.0651145935,-0.1028361511,-0.0139210510,9.7968350990
1.5582930830,0.0702040100,-0.0848735046,-0.0321830750,9.7784372950
1.5683570830,0.0709524536,-0.0664617920,-0.0380209350,9.7724626510
1.5784220830,0.0538879394,-0.0880169678,-0.0428109740,9.7677342490
1.5884860830,0.0748443603,-0.0725990295,-0.0184117130,9.7921434570
1.5985500830,0.0489482117,-0.0785865784,-0.0197589110,9.7906788510
