"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.583324583E-1,-2.768429118E-2,3.664208852E-2,-5.384116173E-3,4.623906721E-2
4.683944583E-1,-9.525534566E-3,5.601800703E-2,-7.627108097E-3,5.733171633E-2
4.784564583E-1,-1.656791196E-2,4.556166882E-2,3.158081174E-3,4.858327746E-2
4.885184583E-1,-3.980006006E-2,4.944156135E-2,7.503731847E-3,6.391258688E-2
4.985804583E-1,-3.991778095E-2,6.010440677E-2,7.207278013E-3,7.251147362E-2
5.086424583E-1,-3.512613391E-2,4.205546818E-2,5.415691137E-3,5.506212307E-2
5.187044583E-1,-2.999361246E-2,5.597701256E-2,4.221689701E-3,6.364640907E-2
5.287664583E-1,-3.431064832E-2,5.412286961E-2,-4.204148054E-4,6.408340153E-2
5.388294583E-1,-3.040791510E-2,5.174290666E-2,2.575113773E-3,6.007163142E-2
5.488914583E-1,-3.657537544E-2,4.746131041E-2,3.331158757E-3,6.001192126E-2
5.589534583E-1,-1.915134888E-2,3.489960912E-2,2.159435213E-2,4.528877261E-2
5.690154583E-1,-1.875303472E-2,3.664343155E-2,1.725454867E-2,4.463336013E-2
5.790774583E-1,-2.987318723E-2,4.289757687E-2,2.885600924E-3,5.235395027E-2
5.891394583E-1,-3.034638229E-2,4.735072494E-2,3.186147809E-3,5.633068088E-2
5.992014583E-1,-3.006636461E-2,5.456480948E-2,-2.051203251E-3,6.233387642E-2
6.092634583E-1,-3.513273943E-2,6.466427567E-2,-8.185517192E-3,7.404580083E-2
6.193254583E-1,-2.436681856E-2,5.015670324E-2,7.082732320E-3,5.621033556E-2
6.293874583E-1,3.186321398E-3,4.006009670E-2,-7.022505999E-4,4.019274994E-2
6.394504583E-1,-1.604512520E-4,4.066025857E-2,8.431684971E-3,4.152560274E-2
6.495124583E-1,-2.797054893E-2,5.224461604E-2,8.736324906E-3,5.990137632E-2
6.595744583E-1,-1.287739612E-2,4.405233800E-2,1.705048084E-3,4.592758434E-2
6.696364583E-1,-9.569233367E-3,4.703660156E-2,6.349491477E-3,4.841826262E-2
6.796984583E-1,-2.125856663E-2,4.432290877E-2,9.194161892E-3,5.000979414E-2
6.897604583E-1,-1.720457325E-2,4.936090632E-2,7.251132131E-3,5.277381293E-2
6.998224583E-1,-1.959800307E-2,5.686816477E-2,-9.817475080E-4,6.015840521E-2
7.098844583E-1,-2.703853930E-2,3.854862800E-2,1.264635801E-2,4.875458644E-2
7.199464583E-1,-4.074987628E-2,4.510241571E-2,1.275862455E-3,6.079809327E-2
7.300094583E-1,-7.111100452E-3,5.348106461E-2,-1.354273617E-2,5.562551325E-2
7.400714583E-1,-2.156141586E-2,3.576465899E-2,-5.008140206E-3,4.206051539E-2
7.501334583E-1,-1.239520183E-2,2.965500386E-2,1.146463573E-2,3.412474402E-2
7.601954583E-1,-1.314158063E-2,3.985533452E-2,1.356261671E-2,4.410321307E-2
7.702574583E-1,-2.618903937E-2,4.345472516E-2,8.476123810E-3,5.143951396E-2
7.803194583E-1,-1.171468643E-2,3.939032556E-2,-3.196672797E-3,4.121953836E-2
7.903814583E-1,-2.411724295E-2,4.587896249E-2,-4.240985513E-3,5.200487059E-2
8.004434583E-1,-2.004855844E-2,2.885520525E-2,1.431983113E-2,3.794239225E-2
8.105054583E-1,-1.341707585E-2,4.291621487E-2,4.897043109E-3,4.523052569E-2
8.205684583E-1,-2.653932413E-3,3.975780479E-2,3.103702068E-3,3.996697844E-2
8.306304583E-1,-1.874129461E-2,3.518660691E-2,1.298783541E-2,4.192871686E-2
8.406924583E-1,-1.136441994E-2,2.402300228E-2,5.957143307E-3,2.723494512E-2
8.507544583E-1,4.642122779E-3,3.436344685E-2,-5.268926024E-3,3.507359926E-2
8.608164583E-1,-1.620265285E-2,2.710789276E-2,-3.917634487E-3,3.182313104E-2
8.708784583E-1,-2.237660908E-2,4.261368541E-2,2.971554995E-3,4.822311642E-2
8.809404583E-1,-3.229684898E-2,3.848535930E-2,-1.782114387E-2,5.330855938E-2
8.910024583E-1,-4.179936013E-2,4.277356108E-2,-8.405781806E-2,1.031624002E-1
9.010644583E-1,-1.476518614E-1,9.380725530E-2,-2.902791739E-1,3.389142548E-1
9.111274583E-1,1.076560402E0,6.300585365E-1,-1.572456622E-1,1.257251867E0
9.211894583E-1,2.751558768E0,1.300797176E0,-1.467943490E-1,3.047080164E0
9.312514583E-1,1.413792718E0,6.195010963E-1,3.338672429E-1,1.579258938E0
9.413134583E-1,-2.595019157E-1,-1.262652956E-1,4.153803527E-1,5.057914655E-1
9.513754583E-1,-1.236327969E0,-6.679020086E-1,5.922410846E-1,1.524909650E0
9.614374583E-1,-1.540239633E0,-1.094956400E0,1.216859956E0,2.247668970E0
9.714994583E-1,-1.550450480E0,-6.452248252E-1,-2.965510728E0,3.408000241E0
9.815614583E-1,-9.062554224E-1,1.623527117E-1,4.872233373E-1,1.041654393E0
9.916234583E-1,7.717655155E-1,-1.687283512E-1,1.540236125E0,1.731016634E0
1.001686458E0,-6.873029239E-1,2.290003173E-1,-1.734288256E0,1.879516483E0
1.011748458E0,2.672538253E-1,-5.229456405E-2,7.586405629E-1,8.060364956E-1
1.021810458E0,-4.790857673E-2,4.537617504E-2,-8.155637920E-2,1.049079214E-1
1.031872458E0,-5.969916732E-2,5.524569034E-2,-3.533823252E-2,8.868408852E-2
1.041934458E0,-3.622054995E-2,5.020552749E-2,-8.083015501E-2,1.018137377E-1
1.051996458E0,-3.568531045E-2,2.433806671E-2,2.846483052E-2,5.173035327E-2
1.062058458E0,-1.244308322E-1,1.964478079E-1,-1.610504454E-1,2.828639588E-1
1.072120458E0,-5.332069375E-1,3.803321056E-1,2.579089880E-2,6.554596244E-1
1.082183458E0,-2.244666421E0,6.571712167E-2,1.698335481E-1,2.252041188E0
1.092245458E0,-1.953846526E0,-6.139514308E-2,2.583060139E-1,1.971803136E0
1.102307458E0,-5.067044326E-1,-3.267318126E-1,-8.962319791E-2,6.095370185E-1
1.112369458E0,4.594635165E-2,-4.558911053E-1,-5.093509555E-3,4.582288849E-1
1.122431458E0,2.402817341E-2,-4.059810632E-1,-1.289135635E-2,4.068957654E-1
1.132493458E0,1.120292075E-1,-5.258884528E-1,-3.146094382E-2,5.386083912E-1
1.142555458E0,3.635002740E-1,-5.827947615E-1,5.940069437E-2,6.894277524E-1
1.152617458E0,1.047781065E0,-4.437170561E-1,1.448940039E-2,1.137954273E0
1.162680458E0,2.652445247E0,1.998518742E-1,-7.075715661E-3,2.659973050E0
1.172742458E0,1.363588817E0,3.822330354E-1,-7.399242103E-2,1.418080192E0
1.182804458E0,-2.656475952E-2,-6.259407811E-1,5.144965053E-2,6.286132471E-1
1.192866458E0,3.081382150E-2,-2.371020731E-1,-6.778560162E-2,2.485191591E-1
1.202928458E0,-2.867771485E-1,3.889742903E-1,-2.859370315E-1,5.615176911E-1
1.212990458E0,2.441699498E-1,9.041792223E-1,2.340891856E-1,9.653790847E-1
1.223052458E0,6.174294278E-1,1.212903511E0,1.341000438E-1,1.367602591E0
1.233114458E0,2.562864734E0,1.921512154E0,-1.831114054E-2,3.203251457E0
1.243176333E0,3.371985186E0,1.833856690E0,7.493557692E-2,3.839131386E0
1.253239333E0,3.680978082E0,8.156229220E-1,-4.673854887E-2,3.770547027E0
1.263301333E0,3.853181798E0,-5.112915002E-2,-5.786755443E-2,3.853955477E0
1.273363333E0,3.959670120E0,-2.173996607E-2,-2.769065917E-2,3.959826620E0
1.283425333E0,3.960976973E0,3.376737803E-1,-3.161297143E-2,3.975469978E0
1.293487333E0,3.641821325E0,2.481759321E-1,3.566099882E-2,3.650441831E0
1.303549333E0,2.999255886E0,2.305840722E-1,-6.813701928E-2,3.008878120E0
1.313611333E0,2.680161049E0,1.252508493E-1,-1.917594373E-2,2.683154625E0
1.323674333E0,3.449794377E0,1.798670230E-2,-1.793808818E-2,3.449887903E0
1.333736333E0,4.995654647E0,7.113062010E-2,-3.152233958E-2,4.996260459E0
1.343798333E0,6.353916065E0,6.978850687E-1,-6.858082294E-2,6.392495308E0
1.353860333E0,7.156788476E0,1.108326863E0,2.789414227E-2,7.242153533E0
1.363922333E0,7.007710204E0,6.869523103E-1,5.011823952E-2,7.041478369E0
1.373984333E0,6.060809178E0,4.987704188E-2,-9.954475343E-2,6.061831800E0
1.384046333E0,4.151195084E0,-1.909817211E-1,-2.451795995E-2,4.155658284E0
1.394108333E0,2.531006472E0,-3.255582764E-1,-9.691818416E-2,2.553698315E0
1.404171333E0,2.211022857E0,-6.478972220E-1,6.617995620E-2,2.304945265E0
1.414233333E0,2.848140445E0,-3.922469038E-1,-2.786256731E-2,2.875158770E0
1.424295333E0,2.526458215E0,6.456077996E-2,-1.078109622E-2,2.527305964E0
1.434357333E0,2.041090930E0,4.397619264E-1,-3.461610138E-2,2.088214790E0
1.444419333E0,1.704629570E0,4.751612623E-1,5.093918860E-2,1.770348835E0
1.454481333E0,1.490456732E0,3.516052102E-1,-5.129528403E-2,1.532226713E0
1.464543333E0,8.086017316E-1,-1.436290867E-1,4.692858338E-2,8.225985453E-1
1.474606333E0,5.005573644E-1,-2.491500051E-1,-3.465118468E-2,5.602089831E-1
1.484668333E0,1.237109595E0,-2.701681324E-1,6.504618108E-2,1.267936109E0
1.494730333E0,1.678724504E0,-3.035394895E-1,-6.263361990E-2,1.707095531E0
1.504792333E0,1.519480702E0,-3.069136984E-1,-3.683044195E-2,1.550604432E0
1.514854333E0,9.674930196E-1,-2.126183559E-1,7.286098480E-2,9.932562767E-1
1.524916333E0,6.544665688E-1,-9.784447448E-2,-2.922029078E-2,6.623849759E-1
1.534978333E0,3.516534497E-1,-1.920137547E-1,-5.515093803E-3,4.006991975E-1
1.545041333E0,5.991301644E-1,-7.119144028E-2,2.834145427E-2,6.040102757E-1
1.555103333E0,1.177643850E0,2.861262986E-1,-5.230042040E-2,1.213032824E0
1.565165333E0,1.271566067E0,3.042042814E-1,1.129038870E-2,1.307496838E0
1.575227333E0,1.426122303E0,2.373892262E-1,4.744489253E-2,1.446523240E0
1.585289333E0,1.091677355E0,-9.067308376E-2,-4.628597438E-2,1.096413903E0
1.595351333E0,7.871182573E-1,-5.184862067E-1,4.394767284E-2,9.435647807E-1
1.605413333E0,6.797625008E-1,-7.117718404E-1,2.040795207E-2,9.844352161E-1
1.615476333E0,6.636137337E-1,-3.308399567E-1,6.427844167E-3,7.415386583E-1
1.625538333E0,1.268823577E0,9.168840707E-2,-5.472993851E-4,1.272132200E0
1.635600333E0,1.847238628E0,1.408023873E-1,-6.170098901E-2,1.853624253E0
1.645662333E0,1.803718825E0,4.765012980E-2,4.563693345E-2,1.804925169E0
1.655724333E0,1.587652074E0,-9.435180467E-2,-9.394896805E-2,1.593225590E0
1.665786333E0,7.802974802E-1,-3.886440505E-2,6.641092122E-2,7.840822725E-1
1.675848333E0,5.663045901E-1,4.404216933E-2,-8.095177710E-2,5.737541213E-1
1.685910333E0,1.158120655E0,1.905068541E-3,8.127863646E-2,1.160970843E0
1.695973333E0,2.054000851E0,-8.382917365E-2,6.730145216E-4,2.055710894E0
1.706035333E0,3.074144393E0,2.184950086E-2,-6.050874174E-2,3.074817468E0
1.716097333E0,3.047175280E0,-1.103720427E-1,4.313549459E-2,3.049478619E0
1.726159333E0,3.565481831E0,-6.432413035E-1,-8.947584808E-2,3.624144864E0
1.736221333E0,3.068895932E0,-5.127949655E-1,1.241966146E-1,3.113921277E0
1.746283333E0,1.355343073E0,-7.313443350E-2,-1.830067402E-1,1.369596641E0
1.756345333E0,-1.988116545E-1,2.478370129E-1,1.415037882E-1,3.478111283E-1
1.766408333E0,3.108072131E-1,1.699243992E-1,-8.302110672E-2,3.638240362E-1
1.776470333E0,6.412211636E-1,-3.077755780E-1,-3.127090931E-3,7.112665926E-1
1.786532333E0,-3.250332695E-1,-4.866053597E-1,5.705303729E-2,5.879510621E-1
1.796594333E0,4.826462100E-1,-4.178827418E-1,-4.455402911E-2,6.399675081E-1
1.806656333E0,1.613657419E0,-5.789668087E-1,1.749177021E-1,1.723278571E0
1.816718333E0,1.885412906E0,-5.359078395E-1,1.098709363E-1,1.963173620E0
1.826781333E0,1.158384584E0,-4.825963259E-1,-6.735349238E-2,1.256698274E0
1.836843333E0,6.682395391E-1,-4.417956611E-1,1.056433994E-1,8.080148610E-1
1.846905333E0,2.082166816E-1,-4.857194700E-1,-7.220551193E-2,5.333771892E-1
1.856967333E0,-7.695773412E-1,-6.081898038E-1,1.015719831E-2,9.809420423E-1
1.867029333E0,-1.580747097E0,-4.204673573E-1,9.942020774E-3,1.635742347E0
1.877091333E0,-8.541035943E-1,-1.158659038E-1,-7.705226898E-2,8.653640330E-1
1.887153333E0,-8.876726787E-1,-6.032541691E-1,8.083483279E-2,1.076295799E0
1.897216333E0,-5.872511438E-1,-1.042199751E0,1.285545444E-1,1.203150239E0
1.907278333E0,-3.108034855E-1,-1.166749172E0,5.759215057E-2,1.208809039E0
1.917340333E0,-1.057260096E-1,-1.247190780E0,-5.142275333E-2,1.252719893E0
1.927402333E0,-4.329579235E-1,-7.333208035E-1,-3.631237864E-2,8.523676162E-1
1.937464333E0,-1.844109783E0,-1.975933506E-1,4.357403576E-2,1.855177275E0
1.947526333E0,-2.288765390E0,1.787262677E-2,2.437470317E-2,2.288964956E0
1.957588333E0,-1.738528218E0,-3.593547078E-1,7.590270638E-3,1.775295407E0
1.967651333E0,-1.359805522E0,-7.356595436E-1,1.217805451E-1,1.550837362E0
1.977713333E0,-1.566906006E0,-7.684671012E-1,-4.230986774E-2,1.745716542E0
1.987775333E0,-1.099225964E0,-7.863602389E-1,1.957998633E-2,1.351681738E0
1.997837333E0,-1.481154835E0,-7.551300408E-1,2.806780457E-2,1.662777443E0
2.007899333E0,-1.653216611E0,-5.939152155E-1,-2.424372554E-2,1.756829019E0
2.017961333E0,-1.258028155E0,-4.804900857E-1,7.104367018E-4,1.346664794E0
2.028024333E0,-5.580637436E-1,-4.854716577E-1,1.429702699E-2,7.398123258E-1
2.038086333E0,-5.567062394E-1,-7.634011466E-1,-5.326813459E-3,9.448447082E-1
2.048148333E0,-2.778652975E-1,-6.314192567E-1,-6.834342599E-2,6.932317254E-1
2.058210333E0,4.976095637E-2,-3.158458685E-1,-4.718703032E-3,3.197765338E-1
2.068272333E0,-1.098180007E-1,-1.274545279E-1,6.803469300E-2,1.814755339E-1
2.078334333E0,-7.460067764E-1,-4.334362989E-1,-7.431869566E-2,8.659771383E-1
2.088396333E0,-1.108978535E0,-5.808718681E-1,9.830163538E-2,1.255750266E0
2.098459333E0,-1.550039713E0,-4.318805375E-1,-2.754974127E-2,1.609317526E0
2.108521333E0,-2.653624923E0,1.764717458E-1,2.370829600E-1,2.670032928E0
2.118583333E0,-2.284501454E0,3.924805001E-1,-1.756065041E-1,2.324612975E0
2.128645333E0,-2.011482530E0,8.951365398E-2,7.555538177E-2,2.014890389E0
2.138707333E0,-1.595821511E0,-2.040745688E-1,-7.788725138E-2,1.610701446E0
2.148769333E0,-2.070887610E0,-5.019447991E-1,3.242865801E-3,2.130853020E0
2.158832333E0,-1.623394349E0,-6.068029173E-1,-4.662335873E-2,1.733722218E0
2.168894333E0,-1.038605906E0,-7.359521967E-1,1.807438678E-1,1.285689002E0
2.178956333E0,-4.798262440E-1,-8.247464056E-1,2.456649184E-2,9.544859195E-1
2.189018333E0,-4.111177325E-1,-1.243217158E0,-1.440134132E-1,1.317325531E0
2.199080333E0,-1.443000729E0,-1.558487478E0,4.411724210E-2,2.124401246E0
2.209142333E0,-2.253901805E0,-9.949807803E-1,-1.251625746E-1,2.466926382E0
2.219205333E0,-2.475738882E0,-2.922497586E-1,3.292040884E-2,2.493145941E0
2.229267333E0,-2.454919285E0,1.138864934E-2,-2.947405994E-2,2.455122628E0
2.239329333E0,-2.352530300E0,-1.059020290E-2,2.119925576E-1,2.362086326E0
2.249391708E0,-2.560889252E0,-8.088100752E-2,-1.502290034E-1,2.566566627E0
2.259453708E0,-2.741453318E0,-1.184222151E-1,1.072636628E-1,2.746105535E0
2.269515708E0,-2.689553724E0,1.975198584E-3,4.694787920E-2,2.689964171E0
2.279577708E0,-3.150343261E0,2.239978781E-2,-1.245661587E-1,3.152884575E0
2.289640708E0,-3.682641322E0,7.870674779E-2,7.336033702E-2,3.684212751E0
2.299702708E0,-3.801259985E0,5.258323926E-1,-3.993238986E-2,3.837664886E0
2.309764708E0,-3.325510639E0,6.227827730E-1,-5.499832571E-2,3.383770709E0
2.319826708E0,-3.261489183E0,1.010069155E0,-7.410293341E-2,3.415119710E0
2.329888708E0,-2.712706651E0,1.495251010E0,1.092563939E-1,3.099433806E0
2.339950708E0,-2.346911857E0,1.586482192E0,9.821977437E-2,2.834531378E0
2.350013708E0,-2.989320298E0,1.461265677E0,-1.721543080E-1,3.331811868E0
2.360075708E0,-2.988529462E0,1.122799964E0,-1.058375269E-1,3.194243210E0
2.370137708E0,-2.754022200E0,6.643495327E-1,-3.367528439E-2,2.833219477E0
2.380199708E0,-2.876624279E0,4.567233468E-1,-4.520248532E-2,2.913006475E0
2.390261708E0,-2.283863377E0,3.531050941E-1,3.112472892E-2,2.311208316E0
2.400323708E0,-2.122147080E0,-1.068618312E-1,1.941918790E-2,2.124924654E0
2.410386708E0,-2.611460358E0,-3.527399720E-1,-3.565982938E-2,2.635416915E0
2.420448708E0,-2.906137515E0,-3.164326000E-1,3.678892672E-2,2.923545497E0
2.430510708E0,-2.400177653E0,-3.120373577E-1,-8.726677001E-2,2.421948712E0
2.440572708E0,-1.879103907E0,-4.881610845E-1,1.315775549E-1,1.945930469E0
2.450634708E0,-1.939778563E0,-3.869583531E-1,4.818807364E-2,1.978585285E0
2.460696708E0,-1.737685926E0,-1.261211069E-1,-6.904567659E-2,1.743624449E0
2.470759708E0,-8.187438733E-1,9.387194926E-2,-5.151221573E-2,8.257160416E-1
2.480821708E0,-7.168649845E-2,-1.765890373E-1,1.158380198E-1,2.230271037E-1
2.490883708E0,-1.071174276E-1,-2.570006596E-1,-1.020514548E-2,2.786173493E-1
2.500945708E0,-5.844820487E-1,-2.578817436E-1,-3.340163469E-2,6.397170688E-1
2.511007708E0,-9.560476796E-1,-4.168947816E-1,9.801102877E-2,1.047585121E0
2.521069708E0,-1.417863695E0,-4.947512620E-1,-2.995879412E-2,1.502003262E0
2.531132708E0,-2.115510198E0,-3.608713293E-1,1.310641694E-1,2.150067285E0
2.541194708E0,-2.284743529E0,-1.081011211E-1,-3.075576961E-2,2.287506232E0
2.551256708E0,-2.785290771E0,1.420320842E-1,-2.163820624E-2,2.788993726E0
2.561318708E0,-3.248203432E0,1.808704234E-1,-2.672645330E-2,3.253345040E0
2.571380708E0,-3.386440965E0,3.794897411E-1,-2.014073431E-2,3.407697246E0
2.581442708E0,-2.844942895E0,3.418608984E-1,-8.462090492E-3,2.865421532E0
2.591505708E0,-2.106872837E0,4.330985856E-1,2.041321456E-2,2.151023997E0
2.601567708E0,-1.499698987E0,4.735119455E-1,-6.685706377E-3,1.572690469E0
2.611629708E0,-1.335819512E0,2.686880377E-1,1.321295321E-2,1.362637741E0
2.621691708E0,-8.583089849E-1,2.716307952E-1,-6.861707568E-3,9.002914448E-1
2.631753708E0,-3.501424561E-1,4.083543750E-1,-1.166577995E-2,5.380419366E-1
2.641815708E0,-3.896915244E-2,3.780915256E-1,-1.885551631E-2,3.805618571E-1
2.651878708E0,-1.433829554E-2,1.761276737E-1,-1.002446651E-2,1.769944465E-1
2.661940708E0,-2.862318956E-2,9.934412085E-2,-3.886644244E-3,1.034584329E-1
2.672002708E0,1.031772265E-2,9.608438035E-2,6.892113090E-3,9.688222112E-2
2.682064708E0,-1.715402224E-2,3.834541898E-2,9.138028622E-3,4.298994305E-2
2.692126708E0,-4.075174008E-2,3.321806867E-2,4.947913885E-3,5.280744510E-2
2.702188708E0,-3.867534813E-2,3.348555137E-2,2.106167078E-3,5.120059222E-2
2.712251708E0,-3.716732380E-2,2.337164073E-2,-3.727599978E-3,4.406289313E-2
2.722313708E0,-3.485181727E-2,2.908017687E-2,-4.321092367E-4,4.539264888E-2
2.732375708E0,-3.698043217E-2,2.627685724E-2,1.468762100E-2,4.768387359E-2
2.742437708E0,-3.414181910E-2,3.251043680E-2,1.947999895E-2,5.101041729E-2
2.752499708E0,-2.387734266E-2,3.806512722E-2,8.704749942E-3,4.576957586E-2
2.762562708E0,-4.530340461E-3,1.741492683E-2,2.022610366E-2,2.707210614E-2
2.772624708E0,-9.148864243E-3,3.375650587E-2,6.153025031E-3,3.551145058E-2
2.782686708E0,-2.008895905E-2,4.327410101E-2,8.998280168E-3,4.855083047E-2
2.792748708E0,-3.646353831E-2,3.793664379E-2,-1.165700912E-2,5.389493881E-2
2.802810708E0,-3.509674251E-2,2.619961004E-2,-4.018791318E-3,4.398126402E-2
2.812872708E0,-4.000052819E-2,4.136831984E-2,1.095475852E-2,5.857804090E-2
2.822935708E0,-3.103393262E-2,3.848006940E-2,1.185522974E-2,5.083667167E-2
2.832997708E0,-3.575408832E-2,1.472021009E-2,1.485192776E-2,4.142003350E-2
2.843059708E0,-3.436307226E-2,2.501905720E-2,1.634706080E-2,4.554119405E-2
2.853121708E0,-1.737967908E-2,3.050141573E-2,7.364568114E-3,3.586957583E-2
2.863183708E0,-2.724002156E-2,2.559191988E-2,-1.169443130E-3,3.739428747E-2
2.873245708E0,-1.701583609E-2,5.551184828E-2,-1.329598367E-2,5.956414324E-2
2.883308708E0,-3.395909362E-2,3.599547783E-2,-5.959482193E-3,4.984385510E-2
2.893370708E0,-2.904602548E-2,2.984956996E-2,-2.961030006E-3,4.175447427E-2
2.903432708E0,-2.348456508E-2,3.329914397E-2,5.128008127E-3,4.106889642E-2
2.913494708E0,-2.648896499E-2,4.606319547E-2,-1.388128996E-2,5.491970005E-2
2.923556708E0,-2.540580483E-2,4.774754075E-2,1.037062168E-2,5.507115725E-2
2.933618708E0,-1.537702600E-2,5.433625644E-2,1.815618932E-2,5.931718894E-2
2.943681708E0,-3.047392468E-2,8.079184662E-2,-1.604475975E-3,8.636293712E-2
2.953743708E0,-1.588542312E-1,1.192686397E0,-9.087742567E-3,1.203253131E0
2.963805708E0,-7.966449065E-1,3.727850239E0,-7.330829680E-2,3.812726665E0
2.973867708E0,-8.252176181E-1,2.868060447E0,-9.246669888E-2,2.985850789E0
2.983929708E0,-5.721539985E-1,2.056119590E0,2.426594496E-3,2.134243157E0
2.993992708E0,-3.842311386E-1,2.360345835E0,-7.077352881E-2,2.392462104E0
3.004054708E0,-9.049460663E-2,2.799711466E0,-3.995928705E-2,2.801458604E0
3.014116708E0,-1.835470960E-1,3.059117341E0,-3.741925657E-2,3.064847247E0
3.024178708E0,-7.314746182E-1,3.201584166E0,-1.511797607E-1,3.287560130E0
3.034240708E0,-8.011311827E-1,3.523455261E0,-1.902099252E-2,3.613434647E0
3.044302708E0,-5.279934139E-1,3.839892247E0,-1.130459744E-1,3.877670551E0
3.054365708E0,-8.242730370E-2,3.827102632E0,-8.057697058E-2,3.828838135E0
3.064427708E0,2.509975060E-1,4.150573525E0,-3.732511640E-2,4.158323400E0
3.074489708E0,1.364848124E-1,4.080847233E0,-1.167934549E-1,4.084799010E0
3.084551708E0,-1.522625828E-1,3.946655388E0,-5.264832973E-3,3.949594962E0
3.094613708E0,-1.322419448E-1,4.240245255E0,-1.028642178E-1,4.243553794E0
