"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.625540375E0,6.137237549E-2,-8.232879639E-2,9.771529999E0,9.772069541E0
2.635571375E0,7.364685059E-2,-7.649093628E-2,9.773326263E0,9.773903057E0
2.645602375E0,7.065307617E-2,-7.619155884E-2,9.782307587E0,9.782859435E0
2.655634375E0,7.679031372E-2,-8.158035278E-2,9.792187042E0,9.792827946E0
2.665666375E0,7.274871826E-2,-8.382568359E-2,9.781858521E0,9.782488193E0
2.675698375E0,7.259902954E-2,-9.116043091E-2,9.779164124E0,9.779858475E0
2.685730375E0,5.987548828E-2,-9.370513916E-2,9.770631866E0,9.771264647E0
2.695761375E0,5.912704468E-2,-8.457412720E-2,9.792486420E0,9.793030127E0
2.705792375E0,6.750961304E-2,-7.140151978E-2,9.784103851E0,9.784597278E0
2.715824375E0,7.229965210E-2,-8.247848511E-2,9.780511322E0,9.781126298E0
2.725854375E0,6.466552734E-2,-8.711883545E-2,9.780810699E0,9.781412437E0
2.735886375E0,6.256988525E-2,-7.978408813E-2,9.781708832E0,9.782234313E0
2.745916375E0,6.451583862E-2,-7.364685059E-2,9.801318054E0,9.801807066E0
2.755947375E0,5.807922363E-2,-7.274871826E-2,9.786199493E0,9.786642228E0
2.765978375E0,6.855743408E-2,-7.649093628E-2,9.781708832E0,9.782248139E0
2.776009375E0,6.062393188E-2,-8.696914673E-2,9.789193268E0,9.789767297E0
2.786040375E0,6.526428223E-2,-8.801696777E-2,9.790540466E0,9.791153611E0
2.796071375E0,7.559280396E-2,-8.068222046E-2,9.781559143E0,9.782183967E0
2.806102375E0,6.975494385E-2,-8.816665649E-2,9.769284668E0,9.769931527E0
2.816133375E0,5.822891235E-2,-7.978408813E-2,9.777667236E0,9.778166121E0
2.826165375E0,5.673202515E-2,-8.816665649E-2,9.785301361E0,9.785862998E0
2.836196375E0,6.930587769E-2,-9.310638428E-2,9.758207703E0,9.758897974E0
2.846228375E0,6.735992432E-2,-7.783813477E-2,9.799671478E0,9.800212101E0
2.856260375E0,7.379653931E-2,-8.547225952E-2,9.798623657E0,9.799274310E0
