"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.487953333E-1,-9.407053075E-3,2.510940582E-3,-1.709725857E-3,9.885374685E-3
5.588563333E-1,-3.636123030E-4,-1.443706781E-2,-5.750736594E-3,1.554452033E-2
5.689183333E-1,1.060090833E-2,5.367378518E-3,-6.314992905E-5,1.188242389E-2
5.789793333E-1,1.042623875E-2,2.982993610E-4,9.840863943E-4,1.047682505E-2
5.890413333E-1,5.931694214E-3,-3.213428725E-3,6.368787289E-3,9.277530488E-3
5.991023333E-1,5.504744689E-3,4.687000159E-3,1.504839420E-2,1.669503976E-2
6.091633333E-1,-2.860188377E-3,-1.793779582E-3,4.269052148E-3,5.442713384E-3
6.192253333E-1,-2.937108956E-3,-1.051201466E-2,8.760298491E-3,1.399542393E-2
6.292863333E-1,9.964066604E-4,-2.543721534E-4,6.759381294E-4,1.230619267E-3
6.393483333E-1,1.365815473E-2,4.254598562E-3,-7.560449839E-3,1.618045739E-2
6.494093333E-1,-1.295479864E-2,8.092382010E-3,-6.957017183E-3,1.678432431E-2
6.594703333E-1,-4.219309702E-3,1.061317150E-2,-5.168938637E-4,1.143281080E-2
6.695323333E-1,-1.496255434E-2,4.426616337E-3,-5.905103087E-3,1.668362092E-2
6.795933333E-1,-1.399757646E-2,1.745616797E-2,-2.459338903E-3,2.250995990E-2
6.896553333E-1,-1.394183148E-2,-2.263475452E-3,-3.613579273E-4,1.412899734E-2
6.997163333E-1,-8.598746317E-3,-7.380099781E-3,1.520393014E-2,1.896216767E-2
7.097773333E-1,-9.952518353E-3,-2.528738044E-4,5.025681853E-3,1.115231119E-2
7.198393333E-1,4.674024365E-3,7.182262894E-3,1.056884229E-2,1.360631587E-2
7.299003333E-1,-7.780951539E-3,-4.391697496E-3,1.139037609E-3,9.007087233E-3
7.399623333E-1,-5.784010906E-3,3.613743726E-3,1.745920122E-2,1.874400259E-2
7.500233333E-1,-5.396662562E-3,7.928148340E-3,-4.394767284E-3,1.054957262E-2
7.600843333E-1,4.829752163E-3,9.562536478E-3,-7.685580254E-3,1.318471667E-2
7.701463333E-1,5.028107534E-3,-2.315899394E-3,-8.022379875E-4,5.593642925E-3
7.802073333E-1,1.001461304E-3,-1.461677833E-2,3.084990978E-3,1.497231788E-2
7.902693333E-1,1.831617462E-4,-1.224644501E-2,2.633585930E-3,1.252775871E-2
8.003303333E-1,-1.215503430E-2,3.287432548E-3,1.116701245E-2,1.683015860E-2
8.103913333E-1,-8.816287864E-3,1.706783976E-3,3.531133533E-3,9.649297761E-3
8.204533333E-1,-9.542758728E-3,-7.411071751E-3,4.429265857E-3,1.286882375E-2
8.305143333E-1,9.621209633E-3,1.645740872E-2,-3.053416014E-3,1.930640635E-2
8.405763333E-1,9.835656267E-4,2.213182088E-2,1.206806839E-2,2.522742895E-2
8.506373333E-1,-2.736314200E-6,1.461948266E-2,2.189782262E-3,1.478257174E-2
8.606983333E-1,2.813913147E-3,8.999942970E-3,6.379312277E-3,1.138475761E-2
8.707603333E-1,4.837451759E-4,6.653765962E-4,6.381651163E-3,6.434454676E-3
8.808213333E-1,-1.537667882E-2,6.928274464E-3,6.940644979E-4,1.687972050E-2
8.908833333E-1,1.502968311E-2,-6.563554388E-3,5.487611890E-3,1.729408873E-2
9.009438333E-1,-2.143794824E-3,6.432284396E-3,3.239357471E-3,7.514224885E-3
9.110048333E-1,-1.576083175E-2,1.138021655E-2,1.296912432E-2,2.336902505E-2
9.210668333E-1,1.344083017E-4,7.932753023E-3,2.047694921E-3,8.193881291E-3
9.311278333E-1,8.467236499E-3,6.721648481E-3,-9.431558847E-4,1.085192127E-2
9.411898333E-1,5.527213071E-3,-4.334942959E-3,2.951674461E-3,7.619330477E-3
9.512508333E-1,1.544685226E-2,-3.307331353E-4,4.000664949E-3,1.595994828E-2
9.613118333E-1,1.597035622E-2,-3.411868606E-3,1.088459194E-2,1.962568385E-2
9.713738333E-1,-1.246743550E-2,-3.510211464E-3,1.596991539E-2,2.056202154E-2
9.814348333E-1,1.005662163E-2,-1.753634792E-3,4.445053339E-3,1.113415344E-2
9.914968333E-1,-1.007991685E-2,-6.381431893E-3,1.013556361E-2,1.565429802E-2
1.001557833E0,6.805400709E-3,9.082187712E-3,8.042260408E-3,1.390962131E-2
1.011619833E0,2.221601850E-2,4.973331001E-3,4.098898172E-4,2.276957419E-2
1.021680833E0,5.186185639E-3,-1.167871691E-3,1.851930141E-2,1.926719935E-2
1.031741833E0,-1.753709938E-2,1.056849511E-2,8.639261127E-3,2.222340605E-2
1.041803833E0,-1.555706542E-2,1.314960228E-2,-2.440627813E-3,2.051562792E-2
1.051864833E0,3.697591885E-3,5.423383880E-3,-9.025762081E-3,1.116018188E-2
1.061926833E0,-5.971114954E-3,1.151314935E-2,-4.686543345E-3,1.379023242E-2
1.071987833E0,-1.978684072E-3,-3.943106420E-3,-3.641061187E-3,5.720192782E-3
1.082048833E0,-1.473129011E-2,2.047018837E-3,2.000975668E-2,2.493173794E-2
1.092110833E0,1.153636234E-2,-3.488668129E-3,1.057995200E-2,1.603726428E-2
1.102171833E0,1.130256736E-2,-1.643560957E-3,-3.491957188E-3,1.194332812E-2
1.112233833E0,-2.230472944E-3,-2.352755126E-3,1.749486923E-3,3.683906993E-3
1.122294833E0,-8.309354824E-3,-3.808693551E-3,1.881575525E-2,2.091851261E-2
1.132355833E0,1.263089944E-6,6.652505156E-3,7.592609525E-3,1.009472862E-2
1.142417833E0,1.330653150E-2,-2.817590497E-3,1.602721810E-3,1.369566771E-2
1.152478833E0,-4.113246691E-3,-2.124878168E-3,7.887309194E-3,9.145684878E-3
1.162540833E0,-7.394576208E-3,2.350873053E-3,-7.231251597E-3,1.060647732E-2
1.172601833E0,-2.386478257E-2,1.241831660E-2,-2.738251090E-3,2.704145805E-2
1.182662833E0,-1.177999252E-3,-7.603774052E-3,5.194666386E-3,9.283836542E-3
1.192724833E0,-2.514759544E-4,-9.284684099E-3,6.393345594E-3,1.127579119E-2
1.202785833E0,5.359861648E-3,-8.190469053E-3,-4.836816788E-3,1.091818194E-2
1.212847833E0,3.410331428E-3,1.074206606E-3,7.291477919E-3,8.120956256E-3
1.222908833E0,-5.843472064E-3,-1.726322813E-2,1.687038660E-2,2.483495833E-2
1.232969833E0,-1.058336212E-2,-1.007922934E-2,2.091198206E-2,2.551292636E-2
1.243031833E0,-1.029039149E-2,-1.018584967E-3,-1.052089512E-2,1.475191196E-2
1.253092833E0,-6.141643517E-3,3.505003788E-3,-4.833893180E-3,8.565708372E-3
1.263154833E0,7.815671666E-4,-3.782709986E-3,7.742298245E-3,8.652336343E-3
1.273215833E0,-5.173271515E-3,-8.554896768E-3,1.417598963E-2,1.734669072E-2
1.283276833E0,-1.049976520E-2,1.526927277E-2,3.996571898E-3,1.895701314E-2
1.293338833E0,-1.219167304E-3,-1.300625414E-2,9.238600731E-3,1.600002372E-2
1.303399833E0,-1.583636590E-2,5.575247034E-3,5.493459105E-3,1.766499242E-2
1.313461833E0,-5.660554713E-3,-7.483303137E-3,6.538356543E-3,1.143642478E-2
1.323522833E0,-1.046769003E-2,-1.001238836E-2,9.681234956E-3,1.742259353E-2
1.333583833E0,3.139605343E-3,-2.145416513E-3,7.287969589E-3,8.220367051E-3
1.343645833E0,4.051391829E-3,-3.743058555E-3,5.191158056E-3,7.574456090E-3
1.353706833E0,-1.116107844E-2,1.270824714E-2,5.640224218E-3,1.782922731E-2
1.363768833E0,-1.393298072E-2,-3.272302877E-3,-7.530044317E-3,1.617212061E-2
1.373829833E0,-1.327800348E-2,-1.290034644E-2,1.103194177E-2,2.155059289E-2
1.383890833E0,-1.505096150E-2,-1.085815156E-2,1.602721810E-3,1.862792566E-2
1.393952833E0,1.073994187E-3,-5.029738359E-3,1.303344369E-3,5.305698636E-3
1.404013833E0,-8.763916455E-3,9.033948183E-3,1.058346033E-4,1.258688414E-2
1.414075833E0,-3.792753036E-3,-5.221782848E-3,-7.677394152E-3,1.002967460E-2
1.424136833E0,-3.773327032E-3,3.816203568E-3,-1.241948605E-3,5.508524567E-3
1.434197833E0,-1.055282412E-2,1.018522840E-2,1.058813810E-2,1.808893703E-2
1.444259833E0,-9.293395537E-3,-1.267822534E-3,-7.523027658E-3,1.202374816E-2
1.454320833E0,4.184664949E-4,8.832219243E-4,1.756503582E-3,2.010099502E-3
1.464382833E0,-1.224291612E-2,-4.879665915E-3,-2.287430763E-3,1.337656436E-2
1.474443833E0,-8.028905459E-3,-8.526154049E-3,-7.378601432E-3,1.384205132E-2
1.484504833E0,7.527301151E-3,-2.102223862E-2,8.938638568E-3,2.405190302E-2
1.494566833E0,-5.808123818E-3,-1.265118197E-2,-5.577659011E-3,1.499656586E-2
1.504627833E0,-8.586076589E-3,2.065845044E-2,8.042260408E-3,2.377330937E-2
1.514689833E0,2.294433718E-3,4.460822549E-3,-1.426077425E-2,1.511730949E-2
1.524750833E0,-5.896455604E-3,5.374230724E-3,-6.327272058E-3,1.018257906E-2
1.534811833E0,1.229509795E-2,2.531844378E-3,6.844750643E-3,1.429791177E-2
1.544873833E0,4.001299920E-3,-1.000568233E-2,9.684743285E-3,1.448855868E-2
1.554934833E0,5.537447983E-3,-6.483831257E-3,-3.339344859E-3,9.157216936E-3
1.564996833E0,-2.943570586E-4,6.731607020E-5,-3.191995025E-3,3.206245432E-3
1.575057833E0,-1.957791925E-2,1.070935819E-2,5.938432217E-3,2.309221194E-2
1.585118833E0,-4.778892808E-3,8.859628066E-3,1.147808433E-2,1.526686758E-2
1.595180833E0,-4.948480334E-4,5.090257041E-3,-4.089542627E-3,6.548278417E-3
1.605241833E0,1.135761798E-2,3.682612963E-3,9.985874891E-3,1.556517978E-2
1.615303833E0,-9.031746341E-3,3.388735559E-3,1.058462977E-2,1.432097616E-2
1.625364833E0,-2.893739061E-3,-3.925710954E-3,-9.774790406E-3,1.092389398E-2
1.635425833E0,-2.761375001E-3,2.442053072E-3,-4.970133305E-4,3.719655542E-3
1.645487833E0,-5.379036404E-3,-1.613575704E-3,-6.035495996E-3,8.244080975E-3
1.655548833E0,-1.501867619E-2,-1.227842197E-3,-8.728723526E-3,1.741432873E-2
1.665610833E0,-2.602568278E-3,-3.320414498E-3,-5.886391997E-3,7.242107762E-3
1.675671833E0,-1.144121489E-2,6.108969916E-3,-1.545419097E-3,1.306174689E-2
1.685732833E0,-1.444104665E-3,3.941662889E-3,-7.237683535E-3,8.366971230E-3
1.695794833E0,-4.125973522E-3,5.052560773E-3,1.821056843E-2,1.934365091E-2
1.705855833E0,1.548788098E-2,-4.458319210E-3,3.587500691E-2,3.932896119E-2
1.715917833E0,-2.477769053E-2,-4.291399475E-3,-1.337375164E-2,2.848170098E-2
1.725978833E0,-1.736230646E-2,7.049092557E-3,1.042383134E-2,2.144284616E-2
1.736040833E0,-1.645842285E-2,3.600057587E-4,-1.083606005E-2,1.970861447E-2
1.746101833E0,6.536759979E-3,-4.070703629E-3,-8.742756844E-3,1.165056463E-2
1.756162833E0,8.773922960E-3,-3.368379939E-3,8.373212814E-4,9.435508171E-3
1.766224833E0,-1.075465584E-2,7.082312051E-3,-1.203473926E-2,1.762545645E-2
1.776285833E0,8.641839840E-3,9.641017076E-3,-2.458169460E-3,1.317851293E-2
1.786347833E0,1.410107675E-2,-7.237190176E-3,3.075635433E-3,1.614548916E-2
1.796408833E0,-1.006931649E-2,5.107652508E-3,5.262494087E-4,1.130292825E-2
1.806469833E0,-6.218125555E-3,1.256526444E-2,-1.758491635E-2,2.248955844E-2
1.816531833E0,3.369936304E-2,1.408311026E-2,3.001258850E-2,4.727300003E-2
1.826592833E0,1.362826084E-3,2.161806989E-3,-1.444788516E-2,1.467215355E-2
1.836654833E0,-1.285123897E-2,-3.859180603E-3,1.189616024E-2,1.793226830E-2
1.846715833E0,-6.095589842E-3,-7.931400854E-3,1.267091632E-3,1.008309755E-2
1.856776833E0,-2.516746684E-2,8.538944833E-4,-2.912322700E-2,3.850055680E-2
1.866838833E0,-2.716467471E-2,1.202450663E-2,-2.463607371E-2,3.859332118E-2
1.876899833E0,-4.001276166E-2,1.738706119E-2,-4.200230420E-2,6.056009041E-2
1.886961833E0,-3.690207034E-2,5.607443266E-3,-4.050424755E-2,5.507994449E-2
1.897022542E0,8.236170525E-2,-2.837595284E-2,1.590325713E-1,1.813284421E-1
1.907083542E0,-5.846178685E-3,1.824243575E-2,2.009103298E-3,1.926138010E-2
1.917145542E0,-5.555654294E-3,2.114006002E-3,-1.131319284E-2,1.277977497E-2
1.927206542E0,-9.053897238E-3,1.458149403E-3,1.188621998E-2,1.501271062E-2
1.937268542E0,1.990954089E-3,6.167167984E-4,-4.428681135E-3,4.894635266E-3
1.947329542E0,1.936718423E-2,-1.513454927E-2,4.691747367E-2,5.296594890E-2
1.957390542E0,2.793343282E-2,-9.836661257E-3,6.084144831E-2,6.766622796E-2
1.967452542E0,-2.335327225E-2,-4.729008749E-3,-5.561696112E-2,6.050607584E-2
1.977513542E0,-7.263155468E-4,1.023365065E-2,-3.527040482E-3,1.084873977E-2
1.987575542E0,-1.693133469E-2,7.550034486E-3,-3.900209785E-2,4.318375564E-2
1.997636542E0,1.063661974E-2,2.587027475E-4,1.503845394E-2,1.842171826E-2
2.007697542E0,-5.154489619E-3,6.915246136E-3,-1.055773258E-2,1.363286872E-2
2.017759542E0,1.511893081E-2,1.186730789E-2,2.057869077E-2,2.815843709E-2
2.027820542E0,3.205549145E-2,8.806802128E-3,7.102437437E-2,7.841923265E-2
2.037882542E0,3.269228521E-3,8.921645097E-3,-9.356714487E-3,1.333535573E-2
2.047943542E0,-2.170655014E-2,1.241161058E-2,-2.192939758E-2,3.325839555E-2
2.058004542E0,-5.988191108E-2,2.347537399E-1,-1.324686706E-2,2.426327290E-1
2.068066542E0,-2.210321703E-1,1.317475920E0,1.205286562E-2,1.335942847E0
2.078127542E0,-3.074224427E-1,1.200226017E0,-3.105690122E-2,1.239360956E0
2.088189542E0,-5.099857438E-1,8.635973530E-1,-1.051393694E-1,1.008434497E0
2.098250542E0,-1.442179926E-1,5.852182131E-2,6.594431341E-2,1.690333856E-1
2.108311542E0,3.093578345E-1,-4.471187469E-1,-9.437990785E-2,5.518378482E-1
2.118373542E0,3.471505089E-1,-4.666978927E-2,2.701004326E-2,3.513133751E-1
2.128434542E0,1.396467125E-1,1.495425220E-1,-9.214334786E-2,2.243982326E-1
2.138496542E0,-8.715505164E-2,6.575875202E-1,1.282095587E-1,6.756145652E-1
2.148557542E0,-2.150374038E-1,6.754535414E-1,1.248555958E-2,7.089671790E-1
2.158618542E0,-1.549859326E-1,8.782502561E-1,-1.732722956E-1,9.084973528E-1
2.168680542E0,-1.289604783E-1,1.119461131E0,1.158684254E-2,1.126924258E0
2.178741542E0,-1.238879913E-1,1.171473576E0,-9.214042425E-3,1.178042220E0
2.188803542E0,-1.580796944E-1,9.515635230E-1,-1.059164643E-1,9.704023009E-1
2.198864542E0,9.856441291E-3,8.341893665E-1,-9.289237618E-2,8.394033847E-1
2.208925542E0,-1.847661857E-1,9.307601530E-1,8.289597631E-3,9.489582305E-1
2.218987542E0,-1.763032364E-1,8.819310053E-1,3.582355142E-2,9.000935818E-1
2.229048542E0,-3.848479833E-1,9.487428262E-1,-1.492384851E-2,1.023935370E0
2.239110542E0,-6.366572656E-1,9.981909017E-1,-1.065368539E-1,1.188725221E0
2.249171542E0,-2.832387425E-1,1.557345078E0,-4.577668190E-2,1.583554035E0
2.259232542E0,-1.539966203E-1,1.465889801E0,4.072468758E-2,1.474519030E0
2.269294542E0,-1.148744718E-1,1.180634774E0,-4.938792229E-2,1.187237879E0
2.279355542E0,1.061346203E-1,1.030477765E0,2.799939215E-2,1.036307361E0
2.289417542E0,3.847921424E-1,1.385390160E0,8.577982306E-2,1.440391984E0
2.299478542E0,5.372306990E-1,1.436425974E0,6.422581673E-2,1.534946696E0
2.309539542E0,2.196609617E-1,1.043115060E0,-4.969022334E-2,1.067149982E0
2.319601542E0,3.641284477E-1,1.086639321E0,-8.202357173E-2,1.148957095E0
2.329662542E0,5.655212825E-1,1.594446831E0,-8.395432234E-2,1.693848678E0
2.339724542E0,5.299671781E-1,1.487953100E0,5.944396377E-2,1.580633804E0
2.349785542E0,5.606508442E-1,1.078159470E0,7.514256835E-3,1.215242229E0
2.359846542E0,4.914801468E-1,1.148712485E0,1.248719680E-1,1.255661625E0
2.369908542E0,-6.598678338E-2,9.309213169E-1,-2.113212973E-1,9.568831927E-1
2.379969542E0,-6.114728327E-1,1.018138312E0,-5.483518839E-3,1.187659344E0
2.390031542E0,-7.256681138E-1,1.137355073E0,1.847193897E-2,1.349263497E0
2.400092542E0,-6.573208871E-1,1.069974318E0,-1.129296148E-1,1.260820720E0
2.410153542E0,-2.558205453E-1,9.685890801E-1,-3.227663040E-4,1.001802906E0
2.420215542E0,2.950561663E-2,7.946000621E-1,-2.351516247E-2,7.954953192E-1
2.430276542E0,1.597826594E-2,5.440524993E-1,6.540636957E-2,5.482029005E-1
2.440338542E0,-2.536961788E-1,3.707117182E-1,5.983455777E-3,4.492490744E-1
2.450399542E0,-1.081820046E-1,6.781825832E-1,-1.423446178E-2,6.869043471E-1
2.460460542E0,1.490920398E-1,3.832656902E-1,1.059573948E-1,4.246739869E-1
2.470522542E0,2.488786943E-1,4.940300079E-1,-7.796677351E-3,5.532332613E-1
2.480583542E0,-5.570081385E-2,5.077667255E-1,-2.469220698E-2,5.114091642E-1
2.490645542E0,-1.137410256E-1,4.665617622E-1,-2.910977840E-2,4.811073457E-1
2.500706542E0,1.314085704E-1,5.073574935E-1,-5.873878956E-2,5.273803978E-1
2.510767542E0,2.331220379E-1,3.006593886E-1,5.681505561E-2,3.846685626E-1
2.520829542E0,3.766684595E-1,1.590663207E-1,5.589353442E-2,4.126806392E-1
2.530890542E0,4.499995605E-1,2.367435474E-1,7.488412142E-2,5.139598654E-1
2.540952542E0,4.903162220E-1,2.509791969E-1,-1.975189447E-3,5.508216192E-1
2.551013542E0,1.468697780E-1,3.312855145E-2,5.176247656E-2,1.592092541E-1
2.561074542E0,1.132526186E-2,4.684619246E-2,-1.263407886E-2,4.982416334E-2
2.571136542E0,-9.191274829E-4,3.495096412E-1,-7.258733511E-3,3.495862172E-1
2.581197542E0,8.241296888E-2,3.507400781E-1,-7.027885437E-2,3.670825754E-1
2.591259542E0,1.405439769E-1,2.795187256E-1,7.311124563E-2,3.212920504E-1
2.601320542E0,1.735014882E-1,2.036999999E-1,4.152458668E-2,2.707780413E-1
2.611381542E0,3.014024418E-1,4.924277247E-1,-2.371104419E-2,5.778327696E-1
2.621443542E0,-3.523688839E-2,6.021740422E-1,3.855887890E-2,6.044352757E-1
2.631504542E0,-4.093313716E-1,6.008966083E-1,-8.372394204E-2,7.318733525E-1
2.641566542E0,-4.728088544E-1,3.938789348E-1,-1.559803247E-2,6.155746313E-1
2.651627542E0,-5.172808397E-1,2.532232304E-1,-2.712406397E-2,5.765736609E-1
2.661688542E0,-3.657516713E-1,7.596519850E-3,7.213826895E-2,3.728752098E-1
2.671750542E0,2.085919723E-2,5.149085512E-2,-3.818114877E-2,6.741078839E-2
2.681811542E0,2.892201883E-1,2.537010758E-1,-2.126281500E-2,3.853111217E-1
2.691873542E0,6.909736963E-3,2.710654242E-1,6.990521729E-2,2.800195494E-1
2.701934542E0,-1.568183952E-1,1.668152336E-1,-5.538014889E-2,2.355552847E-1
2.711995542E0,-1.284118815E-1,2.121912899E-1,3.592119992E-2,2.506094320E-1
2.722057542E0,-2.860334101E-2,1.984946623E-1,-1.252625620E-1,2.364508226E-1
2.732118542E0,1.068543760E-1,1.917855853E-1,4.194675565E-2,2.235153210E-1
2.742180542E0,4.069828009E-1,3.370342411E-1,-2.636509538E-3,5.284259939E-1
2.752241542E0,8.868792846E-1,2.637145422E-2,-1.009755671E-2,8.873287326E-1
2.762302542E0,1.046680546E0,-3.688539116E-1,-1.757205248E-2,1.109910875E0
2.772364542E0,8.714769146E-1,1.238513365E-4,1.101381540E-2,8.715465175E-1
2.782425542E0,6.138359483E-1,2.542348352E-1,2.510502040E-2,6.648760674E-1
2.792487542E0,4.594587108E-1,-5.138995411E-2,-1.965307653E-2,4.627412644E-1
2.802548542E0,3.602200592E-1,-5.037533429E-2,2.945710301E-2,3.649162729E-1
2.812609542E0,5.840903400E-2,-1.360805323E-1,-2.845255136E-3,1.481135443E-1
2.822671542E0,-8.615561631E-3,-1.346477817E-1,-2.585814178E-2,1.373786611E-1
2.832732542E0,1.608713379E-1,-1.332128019E-1,1.974604726E-3,2.088758890E-1
2.842794542E0,9.242996193E-2,-1.499167987E-1,-4.651401579E-2,1.821589911E-1
2.852855542E0,1.543450047E-1,-3.637921963E-2,6.709212184E-2,1.721835675E-1
2.862916542E0,6.406180690E-2,-1.632226495E-1,-6.209041357E-2,1.860128164E-1
2.872978542E0,-3.121128233E-1,-2.082487134E-1,2.937875032E-2,3.763576119E-1
2.883039542E0,-5.558232002E-1,-2.206830367E-1,3.477806926E-2,5.990408556E-1
2.893101542E0,-4.178740440E-1,-4.555018269E-1,-3.806537390E-3,6.181546091E-1
2.903163042E0,-2.521237163E-1,-3.172842104E-1,-3.343554854E-2,4.066369073E-1
2.913224042E0,-1.208188883E-1,-4.170873012E-1,6.955906212E-2,4.397698076E-1
2.923286042E0,-1.319930179E-1,-3.079293597E-1,6.655944049E-2,3.415740132E-1
2.933347042E0,-2.271498197E-1,-2.519272864E-1,-3.035874367E-3,3.392250208E-1
2.943409042E0,-3.746495987E-1,-2.195255621E-1,-1.486245275E-2,4.344820902E-1
2.953470042E0,-4.193253230E-1,2.433996705E-2,3.797298789E-2,4.217441265E-1
2.963531042E0,-3.393764530E-1,-4.319367439E-1,5.055151820E-2,5.516350093E-1
2.973593042E0,-1.870601215E-1,-7.194610751E-1,1.110357016E-1,7.516280029E-1
2.983654042E0,1.087715044E-1,-2.848250738E-1,-1.264928162E-1,3.300863454E-1
2.993716042E0,2.481971831E-1,-3.440136970E-1,6.256169915E-2,4.287904285E-1
3.003777042E0,2.084015267E-1,-7.181613853E-1,-2.678375602E-2,7.482675599E-1
3.013838042E0,5.566788215E-2,-2.488838837E-1,9.002957940E-3,2.551923861E-1
3.023900042E0,-3.225441829E-1,8.037942605E-2,-3.229007900E-2,3.339734290E-1
3.033961042E0,-2.717406680E-1,-4.801461598E-1,6.909128487E-2,5.560188226E-1
3.044023042E0,-3.905568209E-2,-4.606671841E-1,-2.952493072E-2,4.632616133E-1
3.054084042E0,-7.813901969E-2,-2.742593196E-1,3.410154641E-2,2.872051466E-1
3.064145042E0,-8.944699572E-2,-5.832403193E-1,5.804121673E-2,5.929070905E-1
